LA Number,Establishment Number,URN,School Phase,Total Number of Teachers (Headcount),Total Number of Teaching Assistants (Headcount),"Total Number of Non Classroom-based School Support Staff, Excluding Auxiliary Staff (Headcount)",Total Number of Teachers (Full-Time Equivalent),Total Number of Teaching Assistants (Full-time Equivalent),"Total Number of Non Classroom-based School Support Staff, Excluding Auxiliary Staff (Full-Time Equivalent)",Pupil:     Teacher Ratio,Mean Gross FTE Salary of All Teachers (£s)
850,4316,116473,Secondary,68,32,30,61.2,26.8,26.1,14.8,"£41,450"
850,4318,116475,Secondary,39,20,17,38.1,16.3,16.0,14.6,"£42,578"
850,4604,116478,Secondary,56,16,19,51.8,10.3,15.1,17.2,"£41,091"
850,5202,116482,Primary,40,37,12,33.3,25.1,9.8,17.9,"£36,640"
850,5203,116483,Primary,14,16,4,10.6,6.3,2.3,22.3,"£38,680"
850,5206,116486,Primary,18,32,5,15.0,22.3,4.3,25.3,"£41,401"
851,5207,116487,Primary,24,22,15,19.6,16.5,12.9,17.5,"£37,480"
850,5208,116488,Primary,14,18,4,12.7,13.3,3.8,19.8,"£40,645"
850,5209,116489,Primary,21,19,8,18.1,13.0,5.5,24.1,"£40,865"
850,5210,116490,Primary,11,9,3,10.6,6.1,2.9,17.5,"£37,818"
850,5405,116498,Secondary,99,37,39,77.9,29.4,30.5,13.9,"£38,160"
850,5410,116502,Secondary,62,14,23,53.8,8.9,19.7,17.2,"£41,822"
850,5412,116504,Secondary,45,14,12,41.2,11.4,9.7,15,"£40,777"
851,5413,116505,Secondary,68,22,25,64.4,15.9,20.9,16.5,"£38,484"
850,5414,116506,Secondary,51,15,15,50.1,13.8,13.2,16.9,"£41,185"
852,5415,116507,Secondary,59,17,23,55.7,11.8,17.7,16.9,"£41,627"
850,5950,116511,Not applicable,29,73,9,26.0,51.3,7.1,8.3,"£46,177"
850,7009,116600,Not applicable,18,42,5,15.7,25.3,3.8,7.9,"£42,451"
850,7014,116603,Not applicable,17,22,16,16.0,17.0,10.2,5.3,"£43,375"
850,7015,116604,Not applicable,18,26,5,14.5,20.4,4.1,6,"£42,624"
850,7016,116605,Not applicable,16,45,6,16.0,30.3,3.0,6.5,"£40,367"
850,7018,116607,Not applicable,18,45,3,14.5,35.3,2.5,9.2,"£45,229"
850,7020,116609,Not applicable,12,44,11,11.3,32.2,6.1,7.3,"£45,899"
850,7023,116611,Not applicable,15,48,5,14.2,37.1,4.2,6.9,"£43,182"
850,7026,116614,Not applicable,14,40,7,11.7,29.0,5.7,8.1,"£46,290"
850,7032,116617,Not applicable,23,56,11,21.4,38.2,9.7,8.8,"£44,142"
850,7033,116618,Not applicable,14,34,5,12.1,26.1,3.7,8,"£46,318"
852,7035,116620,Not applicable,49,105,28,37.6,78.2,20.5,6.9,"£44,215"
852,7037,116622,Not applicable,17,37,2,14.4,27.8,1.4,6.2,"£39,566"
852,7039,116624,Not applicable,18,11,5,14.1,8.7,3.8,4.9,"£42,640"
852,7040,116625,Not applicable,9,15,4,8.8,12.2,3.1,4.8,"£39,974"
850,7051,116633,Not applicable,13,23,5,12.2,20.4,3.2,6.8,"£39,180"
850,7053,116634,Not applicable,7,19,2,6.4,14.0,1.6,5.3,"£46,866"
850,7067,116635,Not applicable,11,26,8,10.6,21.7,6.7,5.5,"£43,840"
850,7070,116637,Not applicable,27,36,8,24.4,31.4,7.0,6.5,"£41,406"
850,7072,116639,Not applicable,13,23,5,11.6,18.1,4.2,8.8,"£44,050"
850,7073,116640,Not applicable,31,57,7,28.5,45.1,5.7,7.5,"£43,750"
850,7075,116641,Not applicable,12,17,3,11.8,10.4,2.9,7,"£43,768"
850,7076,116642,Not applicable,26,71,6,21.9,50.6,4.6,7.2,"£42,614"
884,2001,116645,Primary,5,3,3,3.7,1.7,1.8,16.9,"£42,588"
885,2002,116646,Primary,18,21,7,17.3,13.2,3.5,18.8,"£36,721"
885,2006,116650,Primary,7,11,2,6.0,4.5,1.6,18.3,"£38,686"
885,2008,116652,Primary,7,4,1,5.0,2.4,0.8,19.4,"£41,142"
884,2011,116654,Primary,4,3,4,3.8,2.2,1.1,9.4,"£28,364"
885,2013,116656,Primary,6,9,3,5.3,4.7,2.1,17.9,"£37,970"
885,2015,116658,Primary,20,21,4,16.2,14.2,2.8,19,"£38,975"
885,2016,116659,Primary,31,39,6,26.1,20.7,3.4,18.3,"£40,762"
885,2017,116660,Primary,19,35,3,14.1,9.4,1.9,21.2,"£41,776"
885,2018,116661,Primary,8,11,4,7.8,4.7,2.6,19.1,"£37,911"
885,2019,116662,Primary,17,28,3,14.6,15.5,2.5,22.4,"£42,189"
885,2020,116663,Primary,13,24,4,11.8,15.2,3.0,24.8,"£37,128"
885,2021,116664,Primary,13,15,3,11.8,10.7,1.5,21.9,"£40,727"
885,2022,116665,Primary,10,24,10,8.2,12.0,3.9,18.5,"£38,346"
884,2024,116666,Primary,9,13,4,8.5,9.1,2.0,25.7,"£35,831"
884,2031,116668,Primary,7,5,1,4.9,2.9,0.9,19.4,"£39,356"
885,2032,116669,Primary,7,5,3,5.3,2.2,1.7,15.3,"£39,025"
885,2034,116670,Primary,4,4,2,4.0,2.9,1.2,18.8,"£44,517"
885,2035,116671,Primary,13,21,2,12.3,12.8,2.0,18.5,"£40,821"
885,2036,116672,Primary,20,51,6,16.6,18.6,4.2,22,"£39,165"
885,2041,116673,Primary,16,26,4,13.7,11.2,2.8,24.1,"£42,235"
884,2046,116674,Primary,5,5,2,4.9,3.4,1.0,22.9,"£39,007"
885,2047,116675,Primary,8,5,2,6.1,2.7,1.1,20.1,"£39,028"
885,5201,116676,Primary,4,11,4,4.0,3.6,2.4,21.5,"£35,092"
884,2053,116677,Primary,6,8,7,5.5,3.7,1.5,19.5,"£33,732"
885,2055,116678,Primary,33,37,14,28.8,18.6,7.2,21.9,"£37,912"
884,2056,116679,Primary,9,8,2,8.3,5.4,1.4,17.5,"£34,534"
884,2057,116680,Primary,16,28,5,14.4,21.8,2.8,17.5,"£40,490"
884,2063,116684,Primary,29,29,5,25.8,25.9,4.5,24.8,"£37,626"
884,2067,116685,Primary,21,15,3,18.8,11.0,1.2,19.5,"£35,260"
884,2071,116686,Primary,30,34,8,27.6,20.5,6.8,21.1,"£35,028"
884,2096,116701,Primary,12,9,5,9.5,3.2,2.7,21.9,"£44,112"
884,2098,116702,Primary,24,31,10,19.4,12.5,5.3,20.2,"£42,678"
884,2101,116705,Primary,6,7,1,4.3,3.0,0.7,16.3,"£39,694"
884,2103,116707,Primary,10,11,6,5.4,5.4,2.8,19.6,"£39,528"
884,2104,116708,Primary,10,14,9,8.6,7.3,3.0,23.9,"£40,817"
884,2116,116714,Primary,7,3,1,4.8,2.1,0.8,12.4,"£37,816"
885,2118,116715,Primary,5,7,1,4.2,3.0,0.7,6.7,"£34,010"
885,2119,116716,Primary,11,17,4,9.0,9.0,2.8,18.9,"£38,585"
884,2122,116718,Primary,11,8,3,6.6,4.3,1.2,15.8,"£40,980"
885,2128,116721,Primary,24,33,6,19.8,20.1,3.7,14.9,"£38,652"
885,2136,116729,Primary,15,16,3,13.6,10.7,2.7,21.6,"£40,509"
885,2137,116730,Primary,17,29,5,14.9,17.8,4.5,19.8,"£40,580"
884,2138,116731,Primary,18,16,9,17.2,10.5,5.7,20,"£41,153"
885,2141,116733,Primary,10,11,2,9.2,6.8,1.6,19.2,"£38,051"
884,2146,116734,Primary,9,8,4,5.5,4.1,1.2,17.4,"£40,546"
885,2147,116735,Primary,9,10,3,6.8,5.6,1.4,21.9,"£41,049"
884,2148,116736,Primary,6,10,2,4.9,3.9,0.9,17.6,"£41,199"
884,2155,116743,Primary,10,1,1,8.6,0.7,0.7,23.7,"£41,433"
884,2157,116745,Primary,4,4,4,2.6,2.0,0.7,24.6,"£37,700"
884,2158,116746,Primary,11,19,5,9.7,10.0,2.7,19.2,"£40,402"
884,2160,116748,Primary,4,3,3,4.0,1.7,1.4,19,"£38,044"
885,2161,116749,Primary,34,31,8,28.3,18.6,5.9,21.4,"£38,940"
885,2173,116755,Primary,22,20,5,19.9,12.9,3.9,19.6,"£36,111"
885,2188,116763,Primary,19,14,7,16.7,7.5,3.5,17.7,"£39,881"
885,2192,116765,Primary,13,18,3,11.9,7.3,1.7,20.5,"£42,644"
885,2197,116768,Primary,18,14,4,16.0,8.7,2.9,14.8,"£39,493"
885,2200,116769,Primary,30,53,6,27.2,25.5,5.1,22.7,"£38,959"
885,2901,116773,Primary,25,20,13,22.8,16.5,7.8,19,"£37,396"
885,2906,116774,Middle deemed primary,12,11,4,9.9,7.7,4.0,15.9,"£43,965"
885,2914,116776,Primary,11,17,3,8.6,5.4,1.5,20.5,"£39,010"
885,2916,116778,Middle deemed primary,25,19,4,22.7,15.3,3.8,19.9,"£39,902"
885,2917,116779,Middle deemed primary,24,16,16,21.4,9.6,10.9,NA,"£37,795"
885,3000,116780,Primary,9,8,8,6.2,3.9,1.6,17.2,"£37,729"
885,3001,116781,Primary,7,10,2,5.1,5.8,1.4,19.2,"£41,770"
885,3002,116782,Primary,12,14,2,9.1,6.1,1.3,18.9,"£40,206"
885,3005,116784,Primary,11,12,3,9.1,3.9,1.4,21,"£38,851"
884,3006,116785,Primary,8,10,1,6.5,5.2,1.0,21.3,"£41,456"
885,3018,116792,Primary,6,8,3,4.2,3.4,1.4,16.4,"£39,310"
885,3019,116793,Primary,9,14,3,7.4,8.4,1.3,28.2,"£43,876"
885,3020,116794,Primary,4,5,2,4.0,3.6,0.9,9,"£41,504"
884,3021,116795,Primary,6,5,9,4.9,3.3,4.3,20.2,"£37,759"
885,3022,116796,Primary,11,7,2,8.0,4.5,1.0,13,"£34,115"
884,3023,116797,Primary,11,7,3,8.7,3.7,1.7,20.3,"£38,105"
884,3026,116799,Primary,12,17,2,7.9,6.9,1.5,21.3,"£38,998"
885,3027,116800,Primary,5,17,2,5.0,4.5,1.2,17.2,"£41,484"
885,3029,116802,Primary,4,5,1,3.8,3.0,1.0,14.2,"£40,020"
884,3035,116804,Primary,5,6,3,4.6,2.6,1.3,21.7,"£40,415"
885,3038,116806,Primary,7,4,2,5.8,1.5,1.2,13.8,"£42,612"
885,3039,116807,Primary,5,4,1,5.0,2.7,1.0,20.8,"£42,040"
885,3040,116808,Primary,5,7,2,4.2,3.8,1.1,15.8,"£33,024"
885,3042,116810,Primary,19,26,3,15.9,12.7,2.7,20.5,"£39,742"
885,3043,116811,Primary,17,24,4,16.7,10.5,2.7,18.8,"£35,701"
884,3046,116813,Primary,8,12,5,7.1,6.6,3.8,18,"£36,902"
884,3047,116814,Primary,13,15,5,9.5,6.1,2.8,22.1,"£40,436"
885,3048,116815,Primary,6,13,6,5.4,6.6,1.7,18.5,"£38,873"
885,3049,116816,Primary,10,9,2,7.2,5.4,1.1,18.5,"£38,622"
885,3053,116819,Primary,11,25,3,9.6,10.1,2.0,18,"£36,864"
885,3056,116821,Primary,6,8,1,4.2,4.0,0.8,15,"£43,168"
885,3057,116822,Primary,7,8,2,5.7,3.0,1.4,15,"£41,439"
884,3071,116828,Primary,5,2,1,4.2,2.0,0.7,23.2,"£37,247"
885,3074,116830,Primary,7,10,2,6.0,4.3,0.9,23.2,"£43,166"
884,3079,116833,Primary,14,11,2,10.1,5.0,1.9,18.6,"£40,855"
884,3083,116836,Primary,16,13,2,8.5,5.7,0.7,21.5,"£41,139"
885,3084,116837,Primary,6,5,2,4.7,3.1,1.0,15.8,"£36,538"
885,3085,116838,Primary,5,5,1,4.6,3.5,1.0,12.2,"£36,348"
885,3093,116844,Primary,9,13,2,6.9,7.0,1.5,19.7,"£40,619"
885,3097,116846,Primary,13,20,4,10.0,10.2,3.5,19.3,"£40,789"
885,3098,116847,Primary,9,10,3,8.5,4.8,2.2,19.8,"£39,846"
885,3099,116848,Primary,13,9,2,8.3,4.1,1.6,21.2,"£40,996"
885,3105,116851,Primary,5,4,1,4.6,1.7,0.7,14.6,"£40,564"
885,3107,116853,Primary,15,13,3,11.5,8.1,2.5,17.1,"£38,222"
885,3108,116854,Primary,7,7,4,4.8,3.0,1.2,11.8,"£38,084"
885,3110,116856,Primary,13,23,4,10.6,8.4,1.5,19.6,"£37,948"
885,3114,116858,Primary,25,32,9,20.5,19.8,5.9,20.2,"£41,833"
885,3116,116859,Primary,20,31,2,17.0,18.1,1.5,17.8,"£35,892"
885,3300,116864,Primary,9,10,2,5.1,3.7,1.1,18.8,"£40,132"
885,3302,116865,Primary,13,17,5,9.5,7.0,2.3,22.9,"£40,552"
884,3305,116867,Primary,9,15,5,6.5,5.5,1.2,19.8,"£41,896"
885,3306,116868,Primary,9,14,2,8.1,5.8,1.3,19.1,"£38,645"
884,3307,116869,Primary,6,5,3,4.4,2.4,2.0,16.8,"£39,127"
885,3308,116870,Primary,8,10,2,5.8,4.1,1.0,14.5,"£40,244"
884,3315,116874,Primary,8,12,6,6.7,4.8,3.7,16.6,"£37,107"
885,3317,116876,Primary,11,21,4,9.5,10.8,2.7,20.5,"£40,271"
885,3324,116879,Primary,6,6,3,5.1,3.6,1.4,14.3,"£33,259"
884,3325,116880,Primary,9,12,4,7.4,4.7,3.0,20.7,"£40,695"
885,3329,116882,Primary,12,21,4,9.0,9.8,1.9,22,"£39,812"
884,3330,116883,Primary,12,13,2,10.2,7.1,1.7,18.8,"£40,412"
884,3331,116884,Primary,12,14,6,9.3,7.0,2.4,22.4,"£41,983"
884,3332,116885,Primary,11,21,3,8.8,10.0,1.6,24.7,"£42,338"
884,3341,116890,Primary,5,7,2,3.0,2.6,1.1,28,"£42,580"
884,3342,116891,Primary,8,10,2,6.7,4.5,1.0,22.6,"£42,655"
884,3347,116892,Primary,6,10,3,5.1,4.6,1.7,21.4,"£41,526"
884,3348,116893,Primary,5,3,3,4.1,2.2,1.2,19.8,"£36,982"
884,3349,116894,Primary,7,9,7,5.6,6.9,2.7,20.4,"£41,713"
885,3350,116895,Primary,5,10,1,4.4,3.0,1.0,15.9,"£39,435"
885,3358,116901,Primary,8,11,11,7.6,7.8,4.7,17.2,"£39,234"
885,3359,116902,Primary,8,6,1,5.6,2.7,1.0,14.1,"£40,946"
885,3360,116903,Primary,6,14,2,3.7,5.4,1.2,22.4,"£42,457"
884,3363,116904,Primary,7,5,1,6.1,3.1,0.8,12.9,"£36,707"
885,3365,116905,Primary,7,20,2,5.8,6.3,1.3,19.3,"£39,877"
884,3366,116906,Primary,7,6,1,5.4,3.3,0.7,16.5,"£35,625"
884,3367,116907,Primary,6,3,2,4.0,0.9,0.7,15.6,"£33,124"
885,3368,116908,Primary,11,20,6,10.2,8.0,3.5,17.4,"£38,678"
884,3372,116911,Primary,7,7,9,6.0,5.0,5.9,20.8,"£39,626"
884,3378,116913,Primary,7,4,1,6.3,2.4,0.4,15.1,"£34,985"
885,3381,116916,Primary,6,5,2,5.3,3.2,1.2,17.1,"£36,086"
885,3382,116917,Primary,8,12,4,6.8,6.1,2.1,21.9,"£39,290"
884,3384,116918,Primary,6,6,1,5.2,2.4,0.9,14.9,"£35,942"
884,3385,116919,Primary,10,7,1,8.9,5.2,1.0,15.7,"£37,058"
885,3387,116921,Primary,9,14,2,7.8,8.1,1.3,22.9,"£39,947"
885,3389,116923,Primary,13,17,3,9.8,8.5,1.5,18.3,"£40,066"
885,3390,116924,Primary,10,15,3,8.8,9.1,2.3,23.6,"£41,887"
885,3391,116925,Primary,17,40,8,17.0,20.6,3.6,23,"£36,408"
885,4002,116928,Secondary,64,17,28,57.6,10.5,23.3,15.4,"£41,513"
885,4006,116932,Secondary,63,25,23,57.2,18.4,18.7,NA,"£42,707"
884,4015,116936,Secondary,27,15,16,25.8,9.9,12.1,16.2,"£42,677"
884,4027,116941,Secondary,37,12,18,32.7,8.6,13.3,16.3,"£41,091"
884,4045,116952,Secondary,41,12,10,34.0,7.1,6.8,15.3,"£44,053"
885,4401,116957,Middle deemed secondary,41,18,15,36.2,10.5,9.7,16.5,"£41,231"
885,4402,116958,Middle deemed secondary,24,11,10,22.3,7.4,7.2,15.3,"£40,564"
885,4403,116959,Middle deemed secondary,36,13,11,32.5,8.9,9.0,18.2,"£42,272"
885,4408,116960,Middle deemed secondary,12,11,4,11.2,4.9,3.3,18.7,"£43,318"
885,4576,116984,Middle deemed secondary,30,9,6,27.3,7.7,5.8,16.6,"£40,148"
884,4600,116991,Secondary,54,51,27,51.6,21.8,18.9,19.2,"£44,113"
884,4601,116992,Secondary,49,16,30,42.7,10.4,16.5,17.5,"£44,876"
885,5402,116999,Secondary,73,18,33,58.3,12.9,25.3,17.9,"£43,609"
885,7001,117049,Not applicable,18,30,4,16.6,22.2,3.5,11.2,"£41,039"
884,7004,117052,Not applicable,17,50,4,14.4,32.4,2.5,6.4,"£39,025"
884,7007,117055,Not applicable,8,25,5,7.0,18.8,3.5,9.3,"£45,919"
885,7009,117056,Not applicable,24,38,4,24.0,30.8,3.7,6.3,"£39,117"
885,7015,117062,Not applicable,30,78,16,25.3,52.9,11.3,5.2,"£42,581"
919,2000,117083,Primary,24,28,7,19.4,16.1,4.3,23.2,"£36,960"
919,2002,117084,Primary,13,14,2,10.0,7.8,1.9,21.2,"£40,060"
919,2011,117087,Primary,5,4,1,4.0,2.7,0.9,17,"£39,755"
919,2012,117088,Primary,16,19,3,12.8,12.0,2.4,21,"£40,308"
919,2013,117089,Primary,29,22,8,22.4,12.9,6.8,18.7,"£37,627"
919,2014,117090,Primary,12,14,4,9.7,7.6,2.8,20.8,"£42,314"
919,2016,117091,Primary,14,12,8,11.2,8.6,5.1,16.5,"£38,647"
919,2017,117092,Primary,12,9,3,10.4,6.5,2.6,17.3,"£42,900"
919,2019,117093,Primary,16,21,4,11.0,10.0,2.6,20.4,"£36,864"
919,2022,117096,Primary,17,14,4,15.5,6.0,2.1,15.7,"£39,977"
919,2023,117097,Primary,15,14,3,13.5,9.3,2.2,17.6,"£38,248"
919,2025,117098,Primary,15,14,3,10.9,6.8,2.0,19.5,"£41,010"
919,2030,117099,Primary,24,20,10,20.9,15.2,4.5,19.6,"£38,047"
919,2031,117100,Primary,10,9,3,6.5,4.4,1.1,13.8,"£36,625"
919,2032,117101,Primary,6,5,1,4.4,2.8,0.9,10.9,"£34,343"
919,2033,117102,Primary,15,18,4,11.1,9.4,2.8,16.6,"£39,644"
919,2034,117103,Primary,13,29,4,9.2,10.5,2.5,21.6,"£40,637"
919,2039,117105,Primary,24,53,10,17.8,14.7,5.7,23.4,"£40,485"
919,2040,117106,Primary,11,15,9,9.9,9.3,5.7,23.4,"£36,213"
919,2041,117107,Primary,13,13,5,10.9,7.9,2.5,20.6,"£43,486"
919,2044,117108,Primary,13,17,5,10.8,8.9,2.4,20.9,"£38,474"
919,2045,117109,Primary,25,31,5,20.0,20.7,3.2,21.3,"£34,765"
919,2047,117110,Primary,27,29,6,19.1,18.2,3.5,21.5,"£39,848"
919,2050,117111,Primary,14,15,5,11.4,8.8,4.2,20.5,"£38,368"
919,2053,117112,Primary,5,4,3,3.2,2.0,1.1,12.8,"£44,238"
919,2055,117113,Primary,13,15,6,9.3,6.2,3.7,21.9,"£39,117"
919,2056,117114,Primary,14,14,8,9.6,9.6,4.3,21.1,"£39,345"
919,2057,117115,Primary,22,27,4,20.1,12.5,3.8,20.9,"£41,762"
919,2061,117117,Primary,11,11,2,6.8,5.8,1.5,16.2,"£40,649"
919,2062,117118,Primary,13,10,1,10.1,6.6,1.0,17.4,"£39,202"
919,2064,117119,Primary,9,9,1,5.3,4.3,1.0,15.9,"£37,137"
919,2066,117120,Primary,23,25,12,19.3,9.8,5.6,21.5,"£39,279"
919,2069,117123,Primary,14,13,5,12.8,9.8,4.3,15.4,"£36,222"
919,2072,117125,Primary,14,12,3,11.9,6.0,2.2,17.4,"£38,249"
919,2073,117126,Primary,9,5,2,6.2,3.8,1.2,19.1,"£42,572"
919,2074,117127,Primary,12,17,3,10.8,10.1,2.3,20,"£37,769"
919,2077,117128,Primary,10,7,4,6.6,4.6,2.0,20,"£38,819"
919,2078,117129,Primary,5,3,2,3.8,1.2,1.2,10.4,"£33,549"
919,2079,117130,Primary,28,29,8,18.7,14.5,5.4,21.6,"£38,694"
919,2082,117131,Primary,15,19,9,10.3,7.5,3.5,22.4,"£39,561"
919,2083,117132,Primary,19,10,4,16.6,5.1,2.8,21.4,"£38,485"
919,2084,117133,Primary,21,13,3,15.9,7.4,2.3,18.7,"£40,548"
919,2085,117134,Primary,20,21,12,15.9,12.1,5.2,19,"£38,169"
919,2090,117135,Primary,19,15,11,15.1,10.4,6.9,18.8,"£43,790"
919,2091,117136,Primary,17,22,7,10.7,12.2,3.3,21.3,"£42,760"
919,2095,117139,Primary,31,47,7,26.0,19.0,3.9,21.4,"£37,230"
919,2096,117140,Primary,18,16,6,13.2,9.2,4.1,18.9,"£41,338"
919,2098,117141,Primary,15,15,4,10.4,6.4,2.1,19.2,"£42,460"
919,2100,117143,Primary,19,16,3,15.7,9.6,3.0,22.9,"£44,196"
919,2101,117144,Primary,6,9,2,4.7,3.5,1.5,17.8,"£38,099"
919,2102,117145,Primary,11,18,2,10.1,8.8,1.8,19.4,"£38,197"
919,2103,117146,Primary,10,7,4,10.0,5.5,3.7,15.8,"£35,961"
919,2105,117147,Primary,8,9,2,5.7,5.0,0.8,14.9,"£36,593"
919,2106,117148,Primary,10,10,4,9.1,6.7,2.5,19.1,"£41,201"
919,2107,117149,Primary,15,10,3,10.4,7.8,2.7,19.7,"£40,872"
919,2108,117150,Primary,12,16,5,11.9,8.7,2.2,17.5,"£41,071"
919,2109,117151,Primary,17,41,5,12.5,28.0,4.0,22,"£41,702"
919,2111,117153,Primary,9,6,3,4.7,2.7,1.3,11.4,"£34,962"
919,2114,117154,Primary,9,6,5,7.2,4.4,2.3,18.2,"£42,625"
919,2116,117156,Primary,26,31,5,24.8,25.3,3.5,17.5,"£33,998"
919,2117,117157,Primary,9,9,3,8.2,7.1,2.4,20.5,"£39,573"
919,2120,117158,Primary,15,10,3,13.2,6.8,2.4,17.9,"£36,453"
919,2122,117159,Primary,12,23,4,9.6,10.5,2.9,21.7,"£41,577"
919,2123,117160,Primary,14,17,2,12.5,8.8,1.9,21.7,"£38,580"
919,2124,117161,Primary,14,11,5,10.7,9.3,3.7,18.8,"£42,901"
919,2125,117162,Primary,15,12,4,10.9,6.7,2.3,21.7,"£40,153"
919,2126,117163,Primary,10,14,3,8.6,9.0,1.5,22,"£38,189"
919,2131,117166,Primary,16,16,5,12.0,7.6,2.9,17.9,"£37,203"
919,2132,117167,Primary,19,10,6,14.9,7.1,5.8,24,"£41,106"
919,2133,117168,Primary,11,11,2,10.6,6.6,1.7,20.3,"£38,340"
919,2139,117171,Primary,12,15,7,10.9,9.7,4.0,21.9,"£37,624"
919,2140,117172,Primary,15,14,5,11.0,9.6,2.8,15.4,"£40,849"
919,2142,117174,Primary,13,13,6,11.3,6.7,3.6,18.9,"£40,389"
919,2143,117175,Primary,20,23,6,18.8,18.3,5.0,20.7,"£40,286"
919,2145,117176,Primary,8,3,1,3.8,1.7,0.5,6.7,"£37,543"
919,2146,117177,Primary,9,5,3,5.8,3.4,1.9,17.9,"£38,945"
919,2147,117178,Primary,25,30,6,19.0,16.8,4.2,22.4,"£39,597"
919,2151,117180,Primary,19,26,5,18.4,20.8,3.8,21.4,"£38,176"
919,2153,117181,Primary,14,16,4,11.1,10.6,2.8,20,"£40,424"
919,2154,117182,Primary,25,29,6,22.4,22.5,5.3,18,"£39,435"
919,2155,117183,Primary,12,17,3,10.6,12.2,2.2,19.4,"£38,257"
919,2165,117186,Primary,16,17,3,13.4,11.0,2.8,17.8,"£40,289"
919,2166,117187,Primary,24,17,7,19.2,12.7,4.3,17.9,"£38,172"
919,2168,117188,Primary,14,12,4,9.7,7.0,1.7,14.2,"£36,975"
919,2169,117189,Primary,12,18,3,10.8,10.7,1.9,20.2,"£38,988"
919,2177,117193,Primary,14,16,3,12.2,10.2,1.7,15.4,"£35,452"
919,2181,117195,Primary,13,11,2,12.1,8.7,1.9,16.9,"£36,068"
919,2184,117197,Primary,9,21,6,8.7,13.1,3.3,23.9,"£40,715"
919,2188,117200,Primary,15,21,5,12.9,14.7,4.4,18.6,"£37,933"
919,2193,117202,Primary,11,16,3,8.8,8.2,1.6,15.1,"£42,369"
919,2198,117206,Primary,33,39,16,30.8,30.0,9.8,19.5,"£38,760"
919,2203,117211,Primary,22,20,8,16.3,9.5,4.4,19.4,"£35,809"
919,2210,117214,Primary,10,13,5,9.8,9.7,4.1,20.7,"£35,751"
919,2219,117217,Primary,13,15,2,10.0,9.8,1.9,20.4,"£41,724"
919,2223,117218,Primary,5,6,2,4.0,4.0,1.4,12.4,"£37,238"
919,2224,117219,Primary,9,16,8,8.6,9.5,4.7,27.7,"£40,260"
919,2225,117220,Primary,25,22,7,21.8,17.6,5.6,19.9,"£37,672"
919,2226,117221,Primary,16,17,6,15.0,12.8,4.8,20.8,"£39,037"
919,2227,117222,Primary,17,12,4,14.1,9.3,2.9,22.3,"£37,152"
919,2228,117223,Primary,9,15,3,8.4,10.1,2.7,21.3,"£42,784"
919,2229,117224,Primary,9,13,3,8.1,9.3,2.6,22.7,"£43,576"
919,2237,117227,Primary,14,11,1,11.1,7.5,1.0,18.4,"£35,596"
919,2240,117229,Primary,21,28,6,18.8,20.9,3.7,22.1,"£36,880"
919,2242,117230,Primary,13,11,4,10.5,5.0,1.9,20.7,"£38,308"
919,2243,117231,Primary,11,15,3,10.0,10.1,2.4,21.1,"£40,698"
919,2250,117233,Primary,18,24,8,14.3,14.3,4.9,23.3,"£41,925"
919,2251,117234,Primary,12,11,4,10.7,7.5,3.8,19.3,"£42,956"
919,2252,117235,Primary,13,17,5,11.1,7.1,3.1,18.5,"£39,422"
919,2253,117236,Primary,27,23,4,22.3,16.7,3.4,19.5,"£35,866"
919,2258,117240,Primary,16,15,5,11.7,7.2,2.6,19.2,"£38,920"
919,2261,117242,Primary,15,13,2,11.0,8.6,1.3,20.8,"£38,034"
919,2263,117243,Primary,12,18,3,10.3,11.7,1.9,22.7,"£39,091"
919,2266,117245,Primary,16,18,3,14.0,9.7,2.2,22.9,"£44,037"
919,2274,117249,Primary,12,16,4,10.6,9.3,3.4,20.2,"£41,681"
919,2280,117250,Primary,16,14,5,12.8,8.8,3.6,18.6,"£40,500"
919,2283,117252,Primary,15,12,2,12.1,8.4,1.4,17.9,"£35,153"
919,2287,117253,Primary,13,11,3,11.4,6.5,1.5,21.1,"£38,565"
919,2288,117254,Primary,13,11,4,10.7,7.1,1.9,19.6,"£38,371"
919,2289,117255,Primary,24,35,6,20.2,24.2,5.6,21,"£37,408"
919,2293,117256,Primary,16,7,3,11.3,4.7,1.9,18.3,"£38,262"
919,2299,117258,Primary,23,22,5,17.3,12.6,4.2,19.6,"£37,932"
919,2300,117259,Primary,14,15,7,12.2,10.7,6.2,19.5,"£38,972"
919,2301,117260,Primary,15,18,3,10.6,9.1,1.9,14.2,"£39,398"
919,2302,117261,Primary,13,17,2,10.3,8.9,1.6,19.4,"£40,098"
919,2304,117263,Primary,14,16,4,12.4,10.4,3.1,17.1,"£37,741"
919,2308,117266,Primary,10,15,5,9.3,7.6,3.3,17.5,"£36,864"
919,2312,117269,Primary,16,16,6,13.2,9.1,5.2,21.3,"£40,855"
919,2314,117270,Primary,12,14,2,9.7,8.9,1.4,18.6,"£40,477"
919,2316,117271,Primary,13,15,9,11.0,7.4,4.6,17.1,"£36,807"
919,2317,117272,Primary,13,15,6,12.4,10.2,4.5,22.6,"£38,944"
919,2322,117274,Primary,12,28,4,8.4,11.7,2.1,23.8,"£41,335"
919,2326,117276,Primary,12,12,3,10.1,9.6,1.7,21.2,"£39,319"
919,2327,117277,Primary,14,17,3,10.9,9.0,1.9,19,"£39,180"
